Index;Gender;Place;Location;Date;Type;Label;Description;Comentario;Puntuacion;Lugar;Puntuacion Global;Etiqueta;SentimientoComentario
Usuario872;Male;Islas Marietas;Estados Unidos;2016-02;Couple;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Extranjero;0.0
Usuario828;Male;Islas Marietas;Estados Unidos;2015-04;Couple;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Extranjero;0.0
Usuario361;Male;Islas Marietas;Canada;2015-03;Family;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Si se quiere vivir una experiencia diferente, esta es una oportunidad, es un lugar de fantasía y tranquilidad. Los paisajes de esta isla, hacer snorquel y ver l...;5.0;Islas Marietas;4.5;Extranjero;1.0
Usuario790;Male;Islas Marietas;Estados Unidos;2017-01;Family;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;We went to the Marietas Islands on a very large sailing boat. We saw Whales, Dolphins, and Manta Rays. The crew was great and the water was a little cold but ...;5.0;Islas Marietas;4.5;Extranjero;0.5
Usuario943;Female;Islas Marietas;Estados Unidos;2015-10;Couple;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Whale and dolphin sightings there and back. Amazing hidden beach. Bring a waterproof camera. The boat anchors about 500 yards from the island. Be aware the curr...;5.0;Islas Marietas;4.5;Extranjero;1.0
Usuario421;Female;Islas Marietas;Canada;2017-02;Family;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Playa escondida en el centro de las Islas Marietas. La entrada entre rocas al ritmo de las olas, lo hacen espectacular. Hermosa experiencia que hay que vivir al...;5.0;Islas Marietas;4.5;Extranjero;1.0
Usuario1066;Female;Islas Marietas;Estados Unidos;2015-06;Family;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Extranjero;0.0
Usuario961;Female;Islas Marietas;Estados Unidos;2017-03;Family;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Extranjero;0.0
Usuario375;Male;Islas Marietas;Canada;2013-03;Friends;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Extranjero;0.0
Usuario642;Female;Islas Marietas;Centro;2015-06;Family;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Mexicano;0.0
Usuario1171;Male;Islas Marietas;Noroeste;2014-08;Family;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Es un lugar hermoso,Agua cristalinas, arena suave, emocionante cuando vas entrando es simplemente espectacular, y no es caro. Si te hospedas en puerto vallarta ...;5.0;Islas Marietas;4.5;Mexicano;1.0
Usuario418;Female;Islas Marietas;Canada;2016-12;Couple;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;We took a guided tour out to the hidden beach. Shortish boat ride out then it's a pretty long/difficult swim in to the beach pushing with and against the waves....;4.0;Islas Marietas;4.5;Extranjero;-0.5
Usuario417;Female;Islas Marietas;Canada;2015-11;Couple;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Tropical fish galore! Definitely don't miss the snorkelling. Also, they have blue-footed boobies. And other birds.;5.0;Islas Marietas;4.5;Extranjero;0.5
Usuario1165;Male;Islas Marietas;Noroeste;2015-04;Couple;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Dependiendo del tour que hayas contratado será el tipo de servicio, el precio y la duración del recorrido. Las islas marietas son un área protegida, por lo que ...;5.0;Islas Marietas;4.5;Mexicano;0.0
Usuario1200;Female;Islas Marietas;Noroeste;2017-01;Couple;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Mexicano;0.0
Usuario911;Female;Islas Marietas;Estados Unidos;2015-06;Couple;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Beautiful place to snorkel. Took Vallarta Adventure to the island, we were treated to lunch and unlimited drinks. It was a great day;4.0;Islas Marietas;4.5;Extranjero;1.0
Usuario444;Female;Islas Marietas;Canada;2013-11;Couple;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Extranjero;0.0
Usuario378;Female;Islas Marietas;Canada;2015-02;Friends;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;I would recommend this excursion, but request a small boat with small group of people. We were on the large catamaran with close to 200 people. It was a good ...;3.0;Islas Marietas;4.5;Extranjero;0.0
Usuario357;Male;Islas Marietas;Canada;2014-12;Couple;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;What can I say except that this day long excursion is so worth the time and money. While snorkelling was not great for visibility, we still spent some time doin...;5.0;Islas Marietas;4.5;Extranjero;0.5
Usuario559;Male;Islas Marietas;Centro;2014-10;Couple;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Mexicano;0.0
Usuario777;Male;Islas Marietas;Estados Unidos;2013-12;Couple;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Go to Punta Mita and get a boat from there. It's way cheaper than getting one from Puerto Vallarta. (it was around $25 per person vs ~$80 from puerto vallarta) ...;5.0;Islas Marietas;4.5;Extranjero;-1.0
Usuario1247;Male;Islas Marietas;Occidente;2014-09;Friends;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Una impresionante, maravillosa y peculiar isla, en México y tan accesible para todos.... si vas a vallarta, punta mita, sayulita, yelapa no puedes perderte de v...;5.0;Islas Marietas;4.5;Mexicano;1.0
Usuario670;Female;Islas Marietas;Centro;2015-11;Couple;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Lugar apacible lleno de naturaleza sorprendente de aguas cálidas y cristalinas, no es necesario saber nadar desde la orilla y con tu snorquel puedes ver la div...;5.0;Islas Marietas;4.5;Mexicano;1.0
Usuario1344;Female;Islas Marietas;Occidente;2015-04;Couple;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;"You only find out my your mistakes! We travelled from our hotel the ""Palladium"" all the way down to the main Adventure centre in Porto Vallarta at 6-45 AM ! Mis...";2.0;Islas Marietas;4.5;Mexicano;-1.0
Usuario1058;Female;Islas Marietas;Estados Unidos;2014-02;Couple;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;100% vale la pena, y si traes auto, es mejor salir de Punta de Mita, contratando una lancha privada sin son mas de 4, aun costo de $2,000.00 por un tour de 2 h...;5.0;Islas Marietas;4.5;Extranjero;1.0
Usuario1058;Female;Islas Marietas;Estados Unidos;2014-02;Couple;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;100% vale la pena, y si traes auto, es mejor salir de Punta de Mita, contratando una lancha privada sin son mas de 4, aun costo de $2,000.00 por un tour de 2 h...;5.0;Islas Marietas;4.5;Extranjero;1.0
Usuario1058;Female;Islas Marietas;Estados Unidos;2014-02;Couple;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Vale la pena salir de Punta de Mita, y si van +4 personas es mejor en lancha privada y no compartida, ya que el costo es de $2,000 Pesos y si fuera compratida e...;5.0;Islas Marietas;4.5;Extranjero;-0.5
Usuario1058;Female;Islas Marietas;Estados Unidos;2014-02;Couple;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Vale la pena salir de Punta de Mita, y si van +4 personas es mejor en lancha privada y no compartida, ya que el costo es de $2,000 Pesos y si fuera compratida e...;5.0;Islas Marietas;4.5;Extranjero;-0.5
Usuario594;Female;Islas Marietas;Centro;2013-03;Couple;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Mexicano;0.0
Usuario1414;Female;Islas Marietas;Paises Bajos;2014-07;Friends;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Extranjero;0.0
Usuario1294;Male;Islas Marietas;Occidente;2017-03;Family;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Mexicano;0.0
Usuario1405;Female;Islas Marietas;Occidente;2015-04;Friends;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Pienso que es una de las mejores, se hacen muchas actividades y se cancela poco en comparacion con las otras. los felicito todo el grupo de anfitriones fue exce...;5.0;Islas Marietas;4.5;Mexicano;1.0
Usuario1009;Female;Islas Marietas;Estados Unidos;2015-07;Family;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Extranjero;0.0
Usuario927;Female;Islas Marietas;Estados Unidos;2015-07;Friends;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;We enjoyed the boat ride but we couldn't go to the hidden beach because there were jellyfish in the water. This made the snorkeling experience less enjoyable si...;4.0;Islas Marietas;4.5;Extranjero;0.0
Usuario931;Female;Islas Marietas;Estados Unidos;2017-01;Couple;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;We had a blast on the Chica Locca boat tour to the island. Fantastic crew, food, drinks, music, whale watching, water slide off the boat, and of course snorkel...;5.0;Islas Marietas;4.5;Extranjero;1.0
Usuario1237;Male;Islas Marietas;Occidente;2017-05;Couple;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Genial el viaje y muy relajante, lo unico que deben considerar es que para llegar a la playa del cráter hay que nadar un tramo en mar abierto y contracorriente,...;5.0;Islas Marietas;4.5;Mexicano;0.5
Usuario784;Male;Islas Marietas;Estados Unidos;2014-12;Couple;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Extranjero;0.0
Usuario456;Female;Islas Marietas;Canada;2015-03;Couple;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;sugiero que tomen el tour con vallarta adventures, aunque es mas caro que los demas, pero la comida es mucho mejor y el catamaran mas rapido, yo tome el otro to...;5.0;Islas Marietas;4.5;Extranjero;0.0
Usuario563;Male;Islas Marietas;Centro;2015-05;Couple;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Uno de esos lugares unicos en el mundo, llena de vida marina, y con mucho por descubrir aun. Hace que uno se enoje cuando oye como se maltrato esta area hace añ...;5.0;Islas Marietas;4.5;Mexicano;1.0
Usuario689;Female;Islas Marietas;Centro;2015-04;Friends;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Visitamos la Playa Escondida (o del amor) a través del catamaran Bahia Alegre. Aunque este tipo de tour deja bastante que desear por sus insufribles animadores ...;5.0;Islas Marietas;4.5;Mexicano;0.0
Usuario1404;Female;Islas Marietas;Occidente;2016-03;Family;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Fuimos con mi esposo por nuestra cuenta , nos tomamos un bus y contratamos un bote taxi que nos llevo a nosotros dos solos ,imperdible.;5.0;Islas Marietas;4.5;Mexicano;1.0
Usuario531;Male;Islas Marietas;Centro;2016-01;Couple;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Mexicano;0.0
Usuario480;Male;Islas Marietas;Centro;2014-07;Family;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Todavía tuvimos la fortuna de disfrutar de este maravilloso recinto.... El mar estaba bastante crecido y picado... Nosotros llegamos en una embarcación chica......;5.0;Islas Marietas;4.5;Mexicano;0.0
Usuario1227;Male;Islas Marietas;Occidente;2015-07;Family;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Mexicano;0.0
Usuario440;Female;Islas Marietas;Canada;2016-03;Couple;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Extranjero;0.0
Usuario785;Male;Islas Marietas;Estados Unidos;2015-05;Family;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;les recomiendo este tours, bellas sus playas y acogedoras su gente.Mi esposa y yo hicimos estancia en yelapa y recorrimos tres de las islas .no dejen de ir;5.0;Islas Marietas;4.5;Extranjero;1.0
Usuario306;Female;Islas Marietas;Argentina;2016-08;Friends;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;My boyfriend and I had been researching for months to find a company that would get us out to hidden beach in an allocated time as I was in Puerto Vallarta on a...;5.0;Islas Marietas;4.5;Extranjero;0.5
Usuario1435;Female;Islas Marietas;Reino Unido;2015-03;Friends;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Extranjero;0.0
Usuario413;Female;Islas Marietas;Canada;2016-02;Friends;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Extranjero;0.0
Usuario862;Male;Islas Marietas;Estados Unidos;2015-09;Couple;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;We booked a tour with Vallarta by Boat, everyone was nice you meet other people and make some friends since the boat ride was 1.5hrs if you easily get sea sick ...;4.0;Islas Marietas;4.5;Extranjero;0.5
Usuario1241;Male;Islas Marietas;Occidente;2014-11;Couple;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Un lugar increíble y la atención espectacular, hicimos el viaje el 04 de Sep con una tripulación súper simpática y talentosa. Aún que no pudimos llegar a la isl...;4.0;Islas Marietas;4.5;Mexicano;1.0
Usuario346;Male;Islas Marietas;Canada;2015-01;Family;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Es una experiencia unica para los amantes del snorkell y de las aventuras acuaticas.... Sobre todo cuando uno tiene que nadar mas de 100mts para llegar a la pl...;5.0;Islas Marietas;4.5;Extranjero;0.5
Usuario958;Female;Islas Marietas;Estados Unidos;2015-10;Couple;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;We used Vallarta Adventures and the guys on boat number 5 were awesome. The excursion was excellent !! Island itself would have also been excellent if you could...;4.0;Islas Marietas;4.5;Extranjero;1.0
Usuario432;Female;Islas Marietas;Canada;2013-03;Couple;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Extranjero;0.0
Usuario897;Female;Islas Marietas;Estados Unidos;2014-10;Friends;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Extranjero;0.0
Usuario381;Female;Islas Marietas;Canada;2015-11;Family;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;This is the only must do tour. So beautiful. Lovely boat ride out there. Snorkeling amongst the different fish the into the island thru a cave like section...;5.0;Islas Marietas;4.5;Extranjero;1.0
Usuario982;Female;Islas Marietas;Estados Unidos;2017-04;Family;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Extranjero;0.0
Usuario1154;Female;Islas Marietas;Noreste;2017-06;Couple;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Mexicano;0.0
Usuario426;Female;Islas Marietas;Canada;2016-02;Couple;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;The boat takes you to hidden beach, then snorkelling, then paddle boarding, kayaking, and then lunch. It's a pretty short trip, but hidden beach is memorable an...;4.0;Islas Marietas;4.5;Extranjero;0.5
