Usuario;Comentario;Puntuacion;Lugar;Puntuacion Global
Usuario1640;We visited Chinatown on a cycling tour with MikeBikes. A very interesting area including the Petaling Market. Worth a visit. MikeBikes Tour Company is a great ...;4.0;Chinatown;3.5
Usuario1640;KLCC Park is a lovely place to relax and people watch. It is away The park is located behind the Petronas Twin Towers. An artificial lake and fountains with an ...;4.0;KLCC Park;4.5
Usuario1640;The Petronas Twin Towers are beautiful buildings. Behind the towers is a lovely park that is worth exploring. We did not go to the top as it was raining and the...;4.0;Torres Petronas;4.5
Usuario1640;Jalan Alor comes alive at night with people enjoying all types of Malaysian food. There is so much selection and the street is crowded. Not as many people duri...;3.0;Jalan Alor;4.0
Usuario1640;We arrived at Heli lounge around 7:00 pm on a weeknight. Lots of space and had a nice table facing the Petronas Twin Towers. Nothing special other than the vi...;4.0;Heli Lounge Bar;4.0
Usuario1640;We enjoyed our 4 night stay at The Verdant Hill Hotel. An excellent buffet breakfast with hot and cold foods including many Malay dishes. Comfy beds, great pil...;5.0;Verdant Hill Hotel Kuala Lumpur;4.0
Usuario1640;Soon was our guide for this amazing 4 hour bike tour of Kuala Lumpur. We were assisted in selecting the bike size that fit and shown how to operate them. Soon w...;5.0;MikeBikes;5.0
Usuario1640;We stopped in on our way home from the lake. A nice gift shop and great fish and chips, Definitely worth a stop. Have heard good things about the brewery tou...;5.0;Farmery Estate Brewery;5.0
Usuario190;Ostello Bello Grande is quite simple without comparition. Clean, affordable, full of amenities, a lovely place to have an aperitif, close to the station... The ...;5.0;Ostello Bello Grande;4.5
Usuario190;Quite good! I deeply recommend it, a particular highlight is the visit to the last supper alternate, a nice visit from Roman time to modern time.;5.0;FollowMi Around;5.0
Usuario190;Pepe y su familia dan una atención magnifica, y ofrecen tours incomparables. Con un grupo de amigos fuimos a la Isla de San José y estuvo pendiente desde antes ...;5.0;Barbarita Tours;5.0
Usuario190;Cuando uno va de visitas a california por los parques generalmente es difícil escoger debido a la gran oferta. Knotts por ejemplo se ve opacado por Disneylandia...;4.0;Knott's Berry Farm;4.0
Usuario190;Definitivamente el mejor lugar para las fotos de facebook. Los Moais se montan sobre una plataforma de carácter sagrado, por lo que la isla tiene espacios delim...;5.0;Rano Raraku;5.0
Usuario190;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5
Usuario190;Los empleados son de lo más amables y accesibles, la atención muy puntual. Lo mejor: El SPA. Buen precio y Excelente servicios. Ha sido el mejor masaje (escogi...;4.0;Costa Sur Resort & Spa;4.0
Usuario374;We usually stay at one of the Canyons Hotels in Kanab, UT, while traveling to or from Arizona. Our favorite is Quail Park Lodge. Rooms are nicely decorated and ...;4.0;Canyons Lodge - A Canyons Collection Property;4.5
Usuario374;Great location, very unfriendly and unaccommodating staff. When we asked to move to a better table they said no even though it was vacant. Pizza was tastless.;1.0;Pizzeria El Pirata;2.5
Usuario374;The room was clean but small. This Hotel could use some upgrading. Breakfast was adequate but fresh fruit and yogurt would have been nice. Very convenient area...;3.0;Pocatello Inn;4.0
Usuario374;This was our second time staying at Quail Park & we enjoyed it as much as the first. Clean rooms, comfy beds & a nice outdoor sitting area. A nice continental...;5.0;Quail Park Lodge - A Canyons Collection Property;4.5
Usuario374;This was our second time staying at Quail Park & we enjoyed it as much as the first. Clean rooms, comfy beds & a nice outdoor sitting area. A nice continental...;5.0;Quail Park Lodge - A Canyons Collection Property;4.5
Usuario374;Based on some of the review we were very hesitant about eating here. We decided to take a chance because it was across from our hotel and are glad we did. We s...;4.0;Cactus Reds;3.0
Usuario374;It is advertised as a bar. We stopped for a glass of wine after touring Florence. The waiter pressed us to order food but we didn't want to eat just then. Ou...;1.0;Caffetteria Porta Rossa;1.5
Usuario374;We booked a private day charter with Sailing Croatia. Petar was our Skipper & did a wonderful job, took us to a couple of different islands and explained the si...;4.0;Sailing Croatia;4.5
Usuario374;This is a very nicely renovated motel . the rooms are clean and nicely decorated. We loved the retro look and feel. They provided a nice continental breakfast....;5.0;Quail Park Lodge - A Canyons Collection Property;4.5
Usuario374;This is a very nicely renovated motel . the rooms are clean and nicely decorated. We loved the retro look and feel. They provided a nice continental breakfast....;5.0;Quail Park Lodge - A Canyons Collection Property;4.5
Usuario374;I was rating this restaurant and couldn't get out of 1 star rating. This is definitely a 5 star restaurant from the staff to the food. We tried the scallops an...;5.0;Sego Restaurant;4.5
Usuario374;We were looking for an Italian Restaurant found Quattro on google maps and decided to try it. We were not disappointed, nice ambiance and the food was delicious...;5.0;Ristorante Quattro;4.5
Usuario374;The hotel is located a block from the Port of Montreal and within walking distance of restaurants and shopping. We loved the room with it's exposed brick walls ...;4.0;Hotel Nelligan;4.5
Usuario374;We had a great dinner here last week. The food and service were both great. My husband's steak was a bit over done but he it wasn't tough and the sauce was deli...;4.0;Allegra Restaurant;5.0
Usuario374;I stayed at Elizabeth Lake Lodge while my husband was in the hospital in Cranbrook and felt very comfortable there. It had everything I needed for my 4 day stay...;5.0;Elizabeth Lake Lodge;5.0
Usuario374;First I have to say that the walk up to the restaurant was an interesting & fun experience, straight up hill with lots of stairs. The view was incredible but th...;3.0;El Palomar de los Gonzalez;4.5
Usuario374;We decided to try this restaurant because it was close to our Hotel - what a great find. First of all we didn't have a reservation and they accommodated us even...;5.0;La Leche;4.5
Usuario374;The trip to Las Caletas was fun, great crew on the boat.The show was excellent but the dinner not so much. We felt fairly rushed through dinner. Although it was...;4.0;Rhythms of the Night by Vallarta Adventures;4.5
Usuario374;We walked the Boardwalk a few times. Lots of stores and restaurants along the way. The Boardwalk is very well maintained.;4.0;Malecón Boardwalk;4.5
Usuario374;If yours was the only boat there this might be enjoyable. The day we took the tour there were probably 500 people in the water trying to snorkel making it almos...;2.0;Islas Marietas;4.5
Usuario374;This hotel is good value for your dollar and very well located. The staff was as the name suggests, friendly. This trip was to celebrate my husband's birthday a...;4.0;Friendly Vallarta All Inclusive Family Resort & Convention Center;4.0
Usuario374;This B & B was a great find. It was very well designed and feels more like an Inn than a B & B. Our room was cozy with a great view of the mountains. I loved t...;5.0;Blackstone Bed and Breakfast;5.0
Usuario241;Ostello Bello Grande is quite simple without comparition. Clean, affordable, full of amenities, a lovely place to have an aperitif, close to the station... The ...;5.0;Ostello Bello Grande;4.5
Usuario241;Quite good! I deeply recommend it, a particular highlight is the visit to the last supper alternate, a nice visit from Roman time to modern time.;5.0;FollowMi Around;5.0
Usuario241;Pepe y su familia dan una atención magnifica, y ofrecen tours incomparables. Con un grupo de amigos fuimos a la Isla de San José y estuvo pendiente desde antes ...;5.0;Barbarita Tours;5.0
Usuario241;Cuando uno va de visitas a california por los parques generalmente es difícil escoger debido a la gran oferta. Knotts por ejemplo se ve opacado por Disneylandia...;4.0;Knott's Berry Farm;4.0
Usuario241;Definitivamente el mejor lugar para las fotos de facebook. Los Moais se montan sobre una plataforma de carácter sagrado, por lo que la isla tiene espacios delim...;5.0;Rano Raraku;5.0
Usuario241;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5
Usuario241;Los empleados son de lo más amables y accesibles, la atención muy puntual. Lo mejor: El SPA. Buen precio y Excelente servicios. Ha sido el mejor masaje (escogi...;4.0;Costa Sur Resort & Spa;4.0
Usuario1114;Ostello Bello Grande is quite simple without comparition. Clean, affordable, full of amenities, a lovely place to have an aperitif, close to the station... The ...;5.0;Ostello Bello Grande;4.5
Usuario1114;Quite good! I deeply recommend it, a particular highlight is the visit to the last supper alternate, a nice visit from Roman time to modern time.;5.0;FollowMi Around;5.0
Usuario1114;Pepe y su familia dan una atención magnifica, y ofrecen tours incomparables. Con un grupo de amigos fuimos a la Isla de San José y estuvo pendiente desde antes ...;5.0;Barbarita Tours;5.0
Usuario1114;Cuando uno va de visitas a california por los parques generalmente es difícil escoger debido a la gran oferta. Knotts por ejemplo se ve opacado por Disneylandia...;4.0;Knott's Berry Farm;4.0
Usuario1114;Definitivamente el mejor lugar para las fotos de facebook. Los Moais se montan sobre una plataforma de carácter sagrado, por lo que la isla tiene espacios delim...;5.0;Rano Raraku;5.0
Usuario1114;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5
Usuario1114;Los empleados son de lo más amables y accesibles, la atención muy puntual. Lo mejor: El SPA. Buen precio y Excelente servicios. Ha sido el mejor masaje (escogi...;4.0;Costa Sur Resort & Spa;4.0
Usuario63;Este hotel esta algo retirado del centro asi que es ideal para un buen descanso con tranquilidad, lo malo es que demoras un poco mas en llegar a las ruinas, el ...;3.0;Angkor Spirit Palace;4.5
Usuario63;Consejos: contratar un tuk tuk el dia previo, con alguien recomendado, no tomar cualqueira en la calle, no pagar mas de 16 USD por dia, idealmente comprar la en...;5.0;Angkor Wat;5.0
Usuario63;Recomiendo tomar un buen tiempo para recorrerlo, si te gustan las ruinas, empezar temprano y aprovechar el dia al maximo.;5.0;Parque Arqueológico de Angkor;5.0
Usuario63;Lamentablemente la playa es muy pequeña, caminar es dificil cuando hay marea alta y ademas comen en la playa todo el tiempo por lo que encontrar residuos plasti...;3.0;Bang Saray Beach;4.0
Usuario63;En este hotel nos atendieron excelente, esta bastante retirado de la calle principal (unas 5 cuadras) por lo que el ruido es minimo, pudimos descansar al maximo...;5.0;Bije Suite Bisma Ubud;4.0
Usuario63;Este lugar es muy lindo y para quienes no venimos de paises tropicales, es maravilloso ver monos, pero los monos son bastante agresivos si no sabes tratarlos, s...;3.0;Sacred Monkey Forest Sanctuary;4.0
Usuario63;Visitamos esta terraza bajo sugerencia de nuestro conductor. Es hermosa la vista pero la entrada es cara comparada con las otras terrazas de arroz.;3.0;Tegalalang Rice Terrace;4.0
Usuario63;La cascada en si es maravillosa, sin embargo durante la temporada lluviosa el agua es cafe por los sedimentos que arrastra la corriente, durante la temporada se...;4.0;Tegenungan Waterfall;4.0
Usuario63;Llegamos a este hotel buscando algo comodo, las camas y piezas son normales, lo bueno es que tienen ducha con tina (otros lugares simplemente tienen una ducha e...;4.0;Oakwood Hotel & Residence Bangkok;3.5
Usuario63;Teniamos reservadas 3 noches pero nos quedamos una y nos fuimos. Como muchos hostales en Thailandia, la ducha es simplemente una ducha electrica montada en el c...;2.0;Smile Inn;3.5
Usuario63;Entre la mirriada de templos que hay en Bangkok, este es uno de los imperdibles, esencialmente por el gran buda. Obviamente, es bueno ir con algun calzado facil...;4.0;Wat Pho (Templo de Buda reclinado);4.5
Usuario63;Anduvimos en este tren frecuentemente, lo unico malo es que las estaciones no tienen ascensor para las maletas, pero el resto es muy comodo, anuncian las estaci...;4.0;BTS Skytrain;4.5
Usuario63;Hay que tener paciencia porque estara muy lleno, muchos tours y turistas por montones, sin embargo hay que hacerlo es espectacular. Llevar pasaporte, te revisan...;5.0;Gran Palacio de Bangkok;4.0
Usuario63;Hay que ir comodo y con agua porque la subida es bien calurosa, la vista desde arriba es muy bonita.;4.0;Monte Dorado (Wat Saket);4.5
Usuario63;Las piezas son muy bueas, todo es muy nuevo y gran calidad por un bajo precio, muy cerca del aeropuerto. Un poco lejos de la estacion pero usualmente te llevan ...;4.0;Airy Suvarnabhumi Hotel;3.5
Usuario63;Llegamos al temploya maravilladas con todo lo que vimos en Bangkok, nos decepciono si que no se podian sacar fotos. Ademas el buda esta un poco lejos y si hay m...;3.0;Templo del Buda de Esmeralda;4.5
Usuario63;La entrada a este museo la consideramos algo cara para un tour de tan solo 20 minutos, es obligatorio subir con tour por lo que hay que esperar aproximadamente ...;3.0;Casa de Jim Thompson;4.5
Usuario63;Este lugar es un clásico para vegetarianos y veganos, sus platos son generosos como para que nadie diga que los vegetarianos comemos pura lechuga;4.0;The Vegie Bar;4.0
Usuario63;"Bueno si vas en plan ahorro, este lugar tiene pizzas a 4 dolares; en la noche el ambiente es mixto, baile abajo y conversación arriba.";3.0;Bimbo;4.0
Usuario63;"Melbourne deberia llamarse la capital del brunch y este lugar es un clásico. Opciones vegetarianas y carnívoras; muy buen cafe. En dias feriados se llena mucho,...";5.0;Barry;4.0
Usuario350;Great gear, great coaches, the workout had me dying in a great way. As a crossfitter its exactly what I was looking for. Highly recommended for anyone looking ...;4.0;CrossFit Revolver Cancun;5.0
Usuario350;Overall I had a good time, resort was nice and food was good. That being said the lack of things to do in the resort was apparent. Beside swimming pools, tennis...;3.0;Hyatt Ziva Puerto Vallarta;4.5
Usuario350;Great island and place to see. Millions of years of water erosion led to that island being as cool as it was. I'd advise going to see it. Cost was steep close t...;4.0;Islas Marietas;4.5
Usuario1616;Ostello Bello Grande is quite simple without comparition. Clean, affordable, full of amenities, a lovely place to have an aperitif, close to the station... The ...;5.0;Ostello Bello Grande;4.5
Usuario1616;Quite good! I deeply recommend it, a particular highlight is the visit to the last supper alternate, a nice visit from Roman time to modern time.;5.0;FollowMi Around;5.0
Usuario1616;Pepe y su familia dan una atención magnifica, y ofrecen tours incomparables. Con un grupo de amigos fuimos a la Isla de San José y estuvo pendiente desde antes ...;5.0;Barbarita Tours;5.0
Usuario1616;Cuando uno va de visitas a california por los parques generalmente es difícil escoger debido a la gran oferta. Knotts por ejemplo se ve opacado por Disneylandia...;4.0;Knott's Berry Farm;4.0
Usuario1616;Definitivamente el mejor lugar para las fotos de facebook. Los Moais se montan sobre una plataforma de carácter sagrado, por lo que la isla tiene espacios delim...;5.0;Rano Raraku;5.0
Usuario1616;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5
Usuario1616;Los empleados son de lo más amables y accesibles, la atención muy puntual. Lo mejor: El SPA. Buen precio y Excelente servicios. Ha sido el mejor masaje (escogi...;4.0;Costa Sur Resort & Spa;4.0
Usuario481;Nos quedamos solo una noche en el hotel ya que la otra noche reservada tuvimos demora por la aerolinea, sin embargo recibimos un buen servicio, el hotel es viej...;4.0;Aqua Oasis;4.0
Usuario481;Hotel boutique para el fin de semana, solo acudimos para un evento que tuvimos en la región, sin embargo el servicio y la habitación fueron buenos, no utilizamo...;4.0;Grand Las Nubes by Inmense;4.5
Usuario481;We found this hotel in NYC as was closer to times square, service was good and rooms as well. Due to the close dates when whe booked there was not too much opti...;5.0;Avalon Hotel;4.5
Usuario481;Una buena parada para refrescarte en un día de calor, mezclar los sabores y tamaños del shaved ice sumara frescura al día de calor = ) Vale la pena visitarlo!!...;5.0;Shimazu Shave ice;5.0
Usuario481;We visited the lookout and see the beach, also visited the Diamond Head national park and found the most expensive pineapple juice ever!! but about the taste wo...;5.0;Diamond Head;4.5
Usuario481;I visited the Cathedral and was wonderful, first impression is a great ancient building, the architecture and the details are wonderful. Also inside you can fin...;5.0;Entrada a la Catedral Nacional de Washington;5.0
Usuario481;Volvimos a la casa blanca que es el ícono de DC, sin embargo esta ocasión me decepcionó aún más la visita, desde el cambio de gobierno, visitarla es tener enfre...;3.0;White House;4.0
Usuario481;Hemos estado anteriormente en DC, he estado en hoteles mucho más cercanos a las atracciones de DC, sin embargo este hotel tiene servicio normal, la habitación t...;4.0;Holiday Inn Washington DC - Central / White House;4.0
Usuario481;Un lugar que por si solo habla de historia, castigo y las peores cosas que pueden suceder dentro de una cárcel. Una experiencia interesante de la vida en una cá...;5.0;Eastern State Penitentiary;4.5
Usuario481;Un lugar con obras de todas partes del mundo, culturas y épocas. Sin duda es un lugar en el cuál se pueden pasar horas viendo las distintas obras de arte.;5.0;Entrada al Museo Penn;5.0
Usuario481;This is a small house but is full of fantastic Rodin sculptures and art. From the most famous art to the mos iconic in the world.;5.0;Rodin Museum;4.5
Usuario481;Beautiful place outside and better inside, for sure need to visit and see the magnificent place, early morning is empty.;5.0;Cathedral Basilica of Saints Peter and Paul;4.5
Usuario481;Visitar y tomarse foto con la escultura de Ben Franklin y mirar a la ciudad de noche fue nuestro recorrido, un buen momento para pasar en familia.;5.0;One Liberty Observation Deck;4.5
Usuario481;This is a well designed gardes in Phlly, My perspective is that is overpriced and always crowded, but if you visit for first time your ticket will worth it. The...;5.0;Philadelphia's Magic Gardens;4.5
Usuario481;Of course the main attraction is the independence bell, ypu should visit early morining or before closing as this is a criwded place during the day and is not p...;5.0;Liberty Bell Center;4.5
Usuario481;This is a big hotel, it seems old, but has a nice service and rooms, also it is located close to the main attractions in the city. As we only stayed two nights ...;5.0;Philadelphia Marriott Downtown;4.0
Usuario481;Nice collection from different cultures and ages, this is a beautiful place to visit and spend hours with the collections. A must see in the city.;5.0;Museo de Bellas Artes;5.0
Usuario481;This is a small attraction in Boston that you can enjoy during 15 minutes, there are some nice curiosities created during their constrution as the acoustic soun...;4.0;The Mapparium;4.5
Usuario481;This is a good sightseeing place to take pictures to the Boston harbor and the skyline, we visited during a sunny but windy day and was a good choice.;5.0;Boston Harbor Cruises;4.5
Usuario481;This is a must visit memorial in Boston, it was carefully designed and you can feel the pain for all the people suffered during this historic age. Should visit ...;5.0;New England Holocaust Memorial;4.5
Usuario1758;Una experiencia Gastronómica muy Placentera , el lugar acogedor en una casona con ambiente Colonial, La comida servida muy original y con mucho sabor. Lo recomi...;4.0;Guillermina Restaurant;4.0
Usuario1758;Una experiencia extraordinaria la comida Margariteña llevada a otro Nivel es un Restaurante de cocina dirigida y si te dejas llevar por las recomendaciones hech...;5.0;La Casa de Esther;4.5
Usuario1758;Es un Hotel con las Instalaciones necesaria ni más ni menos, las habitaciones son Apartamentos con Cocina y Nevera y enseres Básicos, Ideal para pasar una Vacac...;4.0;Margarita Real Boutique Hotel;4.0
Usuario1758;La Cocina Venezolana llevada a un nivel muy alto con fusiones de sabores, el lugar acogedor y una excelente atención. He tenido la oportunidad de ir con la Chef...;4.0;Hajillo's;4.0
Usuario1758;Es una primera opción si visitas Puerto Vallarta, la comida es preparada en el momento tipo Gourmet a lo Mexicano, la atención de primera y el sitio es paradisí...;5.0;Ocean Grill Restaurante & Club de Playa;4.5
Usuario1758;Es cierto ir a Pto Vallarta y no ir a Islas Marietas es como ir a Capri y no ir a la Gruta Azul. Saliendo de la Marina de Puerto Vallarta no se permite entrar ...;4.0;Islas Marietas;4.5
Usuario1758;Lo mas importante es la puntualidad y servicio, los aviones comodos aumque no tienen suficiciente confort (No se tiene la Opción de escuchar musica o ver Pelicu...;4.0;Copa Airlines;4.0
Usuario1758;Muy buena opción para comer en el Centro de Caracas de lo mejor de la comida española, en especial la Paella;4.0;La Cita;4.5
Usuario1758;Es una muy Buena Opción para Desayunar he ido ambos y me quedo con el de Las Mercedes, mejor ambiente, mejor atención y no ese sistema de despacho que tiene el ...;4.0;Mokambo;4.0
Usuario1758;Fuimos un grupo de Cuatro (04) Venezolanos, coincido con muchos comentarios que son muchas horas montados en una Buseta, lo compensa lo ameno y didactico del Gu...;4.0;Viajar Por Escocia Tours en Español;5.0
Usuario267;Ostello Bello Grande is quite simple without comparition. Clean, affordable, full of amenities, a lovely place to have an aperitif, close to the station... The ...;5.0;Ostello Bello Grande;4.5
Usuario267;Quite good! I deeply recommend it, a particular highlight is the visit to the last supper alternate, a nice visit from Roman time to modern time.;5.0;FollowMi Around;5.0
Usuario267;Pepe y su familia dan una atención magnifica, y ofrecen tours incomparables. Con un grupo de amigos fuimos a la Isla de San José y estuvo pendiente desde antes ...;5.0;Barbarita Tours;5.0
Usuario267;Cuando uno va de visitas a california por los parques generalmente es difícil escoger debido a la gran oferta. Knotts por ejemplo se ve opacado por Disneylandia...;4.0;Knott's Berry Farm;4.0
Usuario267;Definitivamente el mejor lugar para las fotos de facebook. Los Moais se montan sobre una plataforma de carácter sagrado, por lo que la isla tiene espacios delim...;5.0;Rano Raraku;5.0
Usuario267;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5
Usuario267;Los empleados son de lo más amables y accesibles, la atención muy puntual. Lo mejor: El SPA. Buen precio y Excelente servicios. Ha sido el mejor masaje (escogi...;4.0;Costa Sur Resort & Spa;4.0
Usuario733;The food here was pretty good. They cooked my chicken liver very well. The coffee though. Wasn't the best but all around it was good;4.0;Kings Cafe Orakei;3.5
Usuario733;Great staff . Great food. Great beer. Great coffee. Have been many times and loved it every single time;5.0;Mission Bay Cafe;4.0
Usuario733;Fire wood has some of the best pizza out. It is well worth it . Especially for the price you pay it's cheap and you get lots.;5.0;Firewood;4.5
Usuario733;Dos Amigos is by far my favourite restaurant. Been many times and every single time I've loved it. The staff are great and treat you like a friend. The food is ...;5.0;Dos Amigos;4.0
Usuario733;Good hotel for the price. Comfy beds aircon and was close to most things along the main road. We had one of the cheapest rooms and we still had a all right view...;4.0;Holiday Inn Resort Acapulco;3.5
Usuario733;I loved this place! Great history beautiful beach to swim in. Wildlife everywhere. And was cheap to go to;5.0;Zona Arqueológica de Tulum;4.5
Usuario733;It's hard to choose what was better between xcaret or xplor they were both great places that I would like to visit again. The river swim in xcaret was awesome t...;5.0;Parque Xcaret;4.5
Usuario733;Xplor was so much fun. Zip lining, offroading, swimming and paddling through the caves. Was definitely worth the price;5.0;Xplor;4.5
Usuario733;Great place. Cheap with good food and drinks. The staff were very friendly. We didn't want to leave the place we just wanted to keep eating and drinking;5.0;Hooters;4.0
Usuario733;Great place to stay cheap and has all the essentials. Pool was nice to swim in. Beds were comfortable and was a close walk to pretty much everything including ...;4.0;Los Itzaes Hotel;4.5
Usuario733;I've been wanting to go here for years. So I finally did and it was awesome. Our guide was great he took us all around the island and showed us all the interest...;5.0;Islas Marietas;4.5
Usuario733;Rangitoto is a great place to visit. The walks are great, the views are amazing, walking through the lava caves was great. I wish we had more time to stay there...;5.0;Rangitoto Island;4.5
Usuario733;The views are amazing and the restaurants are great and taste great! And a reasonable price too especially since you have a great view the whole time.;4.0;Sky Tower (Torre del cielo);4.5
Usuario733;I was suprised at how much variety of animals this zoo has. And they ALL look they enjoy it there unlike some zoo's I've been to which is just depressing. This...;5.0;Auckland Zoo;4.5
Usuario733;We did the harbour bridge walk and it was actually pretty cool. Didn't really think much of it at first but you do learn a lot about the structure and I'm sure ...;4.0;Auckland Harbour Bridge;4.0
Usuario733;Had a awesome time jumping out of a plane. Amazing view great instructors would definitely do it again;5.0;Skydive Auckland;5.0
Usuario1370;La mejor comida que he probado, los mariscos súper frescos y el pescado una delicia por igual, un buen sitio para pasar el rato y los precios son de lo mejor;5.0;Ictio Fish House;5.0
Usuario1370;estuvimos en puerto vallarta del 18 al 25 de septiembre y sin duda alguna este tour es de lo mejor, el poder estar en contacto directo con la naturaleza, el exp...;5.0;Outdoor Adventure by Vallarta Adventures;5.0
Usuario1370;tomamos mi pareja y yo este tour desde que lo vimos en Internet nos pareció una experiencia que teníamos que vivir, para empezar el día en vallarta estaba lluvi...;5.0;Islas Marietas;4.5
Usuario1370;una de las mejores experiencias, en hora buena!! me encanto esta atracción desde la llegada del catamaran a la caleta es impresionante verla iluminada por velas...;5.0;Rhythms of the Night by Vallarta Adventures;4.5
Usuario1170;Ostello Bello Grande is quite simple without comparition. Clean, affordable, full of amenities, a lovely place to have an aperitif, close to the station... The ...;5.0;Ostello Bello Grande;4.5
Usuario1170;Quite good! I deeply recommend it, a particular highlight is the visit to the last supper alternate, a nice visit from Roman time to modern time.;5.0;FollowMi Around;5.0
Usuario1170;Pepe y su familia dan una atención magnifica, y ofrecen tours incomparables. Con un grupo de amigos fuimos a la Isla de San José y estuvo pendiente desde antes ...;5.0;Barbarita Tours;5.0
Usuario1170;Cuando uno va de visitas a california por los parques generalmente es difícil escoger debido a la gran oferta. Knotts por ejemplo se ve opacado por Disneylandia...;4.0;Knott's Berry Farm;4.0
Usuario1170;Definitivamente el mejor lugar para las fotos de facebook. Los Moais se montan sobre una plataforma de carácter sagrado, por lo que la isla tiene espacios delim...;5.0;Rano Raraku;5.0
Usuario1170;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5
Usuario1170;Los empleados son de lo más amables y accesibles, la atención muy puntual. Lo mejor: El SPA. Buen precio y Excelente servicios. Ha sido el mejor masaje (escogi...;4.0;Costa Sur Resort & Spa;4.0
Usuario447;he viajado varias veces en esta aerolinea, y me parece muy buen servicio el que proporcionan, puntual y seguro. nos gusta ir de vacaciones en esta aerolìena;5.0;Magnicharters;4.5
Usuario447;Los servicios que ofrecen antes, y durante el viaje en ferry o incluso en la recepción del hotel, lo único que te dan de beneficio es la transportación del hote...;5.0;Arrecife Palancar;5.0
Usuario447;Me encanta ir al mar y buscar la opción de ir a snorkelear, este lugar me ofreció vistas increibles, y como son solo dos metros y medio la posibilidad de ir al ...;5.0;Playa El Cielo;4.5
Usuario447;Es bonita si la recorres, antes de tomar el ferry de regreso puedes dedicarle unos minutos para dar la vuelta incluso comprar algún recuerdo o tomarte la foto, ...;4.0;The Plaza;4.0
Usuario447;Después de la decepción de encontrar algas por todos lados, llegar a playa norte y encontrar playa limpia y el color del agua del mar excepcional, cambio nuestr...;5.0;Playa Norte;4.5
Usuario447;Puedes nadar y estar cerca de los peces, tan cerca que a veces hay que hacerlos a un lado para continuar. contratamos un paseo con la cooperativa y además de ba...;5.0;El Farito;4.5
Usuario447;Puedes encontrar casi cualquier cosa, comida, ropa, recuerdos, y otros artículos raros, llena de luces, también es el paseo de muchos turistas así que acostumbr...;5.0;Quinta Avenida;4.0
Usuario447;Hay dos opciones de ferry, cualquiera es buena opción, solo que si vas a ir también a islas mujeres te conviene pensar en esta opción y comprar los tickets de a...;5.0;UltramarFerry;4.0
Usuario447;Se aglomera demasiadas personas, es dificl tomar una foto y a veces caminar pero esta hermosa la escultura.;4.0;Parque Los Fundadores;4.0
Usuario447;Es un lugar pésimo, el servicio al llegar sin chiste, sin ganas, deben de darles un curso de atención al cliente. La comida, todo el tiempo preguntan por alergi...;1.0;Ocean Riviera Paradise;4.5
Usuario447;La avenida esta muy bien señalizada y puedes ver la variedad de opciones de hospedaje y hacer algunas paradas para la foto, también puedes comer en alguno de lo...;5.0;Avenida Kukulkan;4.5
Usuario447;El lugar lo usamos como estacionamiento, pero no tiene mucho que hacer. y los comercios no ofrecen variedad. sirve como punto de partida para ir a conocer el en...;3.0;Forum By The Sea;3.0
Usuario447;El lugar me agradó para volver, el servicio bueno... sin embargo, el sabor o sazón no fue el esperado en las sopas, mucho por mejorar. el corte exquisito. En ...;4.0;Sonora Grill Juriquilla;4.5
Usuario447;Me dejo un buen sabor de boca, aunque los mariscos estilo sinaloa que imagine seria, resulto una sorpresa. me fascino que hubiera mariachi en domingo, son de la...;4.0;Restaurante Mariscos Save;4.0
Usuario447;Visitamos el lugar entre semana, con la idea de tomar una bebida (con alcohol y sin alcohol), y bueno, los alimentos de calidad y buen sabor, pero... les falta ...;4.0;La Taperia Taberna;4.5
Usuario447;para mi, es un lugar imperdible, me encanta el teatro y al entrar y ver la distribución puedes viajar con la imaginación. también si te gusta la historia puede...;5.0;Teatro de la República;4.5
Usuario447;Estando hospedado en Pachuca, decidimos acudir en familia (10) a desayunar, sin embargo, no fue el deseo del lugar hacernos reservación, ir con adultos mayores ...;3.0;Real del Monte;4.0
Usuario447;Tiene diversos espacios que son agradables, sin embargo, como para una visita turìstica no es la opción, es más para las personas que viven ahí o bien son de ha...;3.0;Parque David Ben Gurión;4.0
Usuario447;Fue la salvación, estabamos en el centro buscando una opción de música y diversión en familia, apareció esta opción y fue una excelente opción, le da un aire a ...;5.0;La Chilanguita;5.0
Usuario447;quedo como opción conocer este domingo el museo, sin embargo, el área arqueológica en reparación que bueno, no vale la pena, ya que no ofrece nada relevante. Lo...;3.0;Museo El Rehilete;4.0
